kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_5.ptx 275 : 3680 28480 0 0 0 0 0 0 0 
_5.ptx 276 : 3680 45984 0 0 0 0 0 0 0 
_5.ptx 277 : 3680 42400 0 0 0 0 0 0 0 
_5.ptx 278 : 3680 33184 0 0 0 0 0 0 0 
_5.ptx 279 : 3680 55040 0 0 0 0 0 0 0 
_5.ptx 280 : 3680 44192 0 0 0 0 0 0 0 
_5.ptx 281 : 3680 45344 0 0 0 0 0 0 0 
_5.ptx 282 : 3680 79904 0 0 0 0 0 0 0 
_5.ptx 283 : 3680 47968 0 0 0 0 0 0 0 
_5.ptx 284 : 3680 33312 0 0 0 0 0 0 0 
_5.ptx 285 : 3680 81056 0 0 0 0 0 0 0 
_5.ptx 286 : 3680 34592 0 0 0 0 0 0 0 
_5.ptx 287 : 3680 29952 0 0 0 0 0 0 0 
_5.ptx 288 : 3680 29632 0 0 0 0 0 0 0 
_5.ptx 289 : 3680 31296 0 0 0 0 0 0 0 
_5.ptx 292 : 7360 0 0 0 0 0 0 0 0 
_5.ptx 293 : 7360 83968 0 0 0 0 0 0 0 
_5.ptx 294 : 7360 95104 0 0 0 0 0 0 0 
_5.ptx 295 : 7360 86048 0 0 0 0 0 0 0 
_5.ptx 296 : 7360 86144 0 0 0 0 0 0 0 
_5.ptx 297 : 7360 63104 0 0 0 0 0 0 0 
_5.ptx 298 : 7360 92160 0 0 0 0 0 0 0 
_5.ptx 299 : 7360 86848 0 0 0 0 0 0 0 
_5.ptx 300 : 7360 64160 0 0 0 0 0 0 0 
_3.ptx 300 : 21568 132160 0 0 0 0 0 0 0 
_3.ptx 301 : 21568 132000 0 0 0 0 0 0 0 
_3.ptx 302 : 21568 326304 0 0 0 0 0 0 0 
_5.ptx 303 : 14720 1651520 58880 0 0 2080 460 0 0 
_3.ptx 303 : 21568 131008 0 0 0 0 0 0 0 
_5.ptx 304 : 14720 126176 0 0 0 0 0 0 0 
_3.ptx 304 : 21568 131744 0 0 0 0 0 0 0 
_5.ptx 305 : 14720 61232 0 0 0 0 0 0 342 
_3.ptx 305 : 21568 385088 0 0 0 0 0 0 0 
_3.ptx 306 : 21568 144768 0 0 0 0 0 0 0 
_5.ptx 307 : 5925 46139 0 0 0 0 0 0 0 
_3.ptx 307 : 21568 258560 0 0 0 0 0 0 0 
_3.ptx 308 : 21568 161504 0 0 0 0 0 0 0 
_5.ptx 309 : 5925 46502 0 0 0 0 0 0 0 
_3.ptx 309 : 21568 250240 0 0 0 0 0 0 0 
_3.ptx 310 : 21568 70496 0 0 0 0 0 0 0 
_5.ptx 311 : 14720 159968 0 0 0 0 0 0 0 
_3.ptx 311 : 21568 69216 0 0 0 0 0 0 0 
_5.ptx 312 : 14720 160160 0 0 0 0 0 0 0 
_3.ptx 312 : 21568 177632 0 0 0 0 0 0 0 
_5.ptx 313 : 14720 128800 0 0 0 0 0 0 0 
_3.ptx 313 : 21568 156960 0 0 0 0 0 0 0 
_5.ptx 314 : 14720 50336 0 0 0 0 0 0 0 
_3.ptx 314 : 21568 178464 0 0 0 0 0 0 0 
_3.ptx 315 : 21568 161088 0 0 0 0 0 0 0 
_5.ptx 316 : 7360 81472 0 0 0 0 0 0 0 
_3.ptx 316 : 21568 182592 0 0 0 0 0 0 0 
_5.ptx 317 : 7360 64096 0 0 0 0 0 0 0 
_3.ptx 317 : 21568 137280 0 0 0 0 0 0 0 
_5.ptx 318 : 7360 25248 0 0 0 0 0 0 0 
_3.ptx 318 : 21568 178528 0 0 0 0 0 0 0 
_5.ptx 319 : 3680 26240 0 0 0 0 0 0 0 
_3.ptx 319 : 21568 42560 0 0 0 0 0 0 162 
_3.ptx 321 : 14736 45792 0 0 0 0 0 0 0 
_3.ptx 322 : 14736 170560 0 0 0 0 0 0 0 
_3.ptx 323 : 14736 164696 0 0 0 0 0 0 0 
_3.ptx 324 : 14736 108304 0 0 0 0 0 0 0 
_5.ptx 325 : 3680 21216 14720 0 0 115 115 0 0 
_3.ptx 325 : 14736 161680 0 0 0 0 0 0 0 
_3.ptx 326 : 14736 164224 0 0 0 0 0 0 0 
_5.ptx 327 : 3680 20832 14720 0 0 115 115 0 0 
_3.ptx 327 : 14736 5476104 59136 0 0 1818 546 0 0 
_5.ptx 328 : 3680 42208 0 0 0 0 0 0 0 
_3.ptx 328 : 14736 376968 0 0 0 0 0 0 0 
_5.ptx 329 : 3680 42592 0 0 0 0 0 0 0 
_3.ptx 329 : 14736 105832 0 0 0 0 0 0 0 
_5.ptx 330 : 3680 43136 0 0 0 0 0 0 0 
_3.ptx 330 : 14736 154016 0 0 0 0 0 0 0 
_5.ptx 331 : 3680 32064 0 0 0 0 0 0 0 
_3.ptx 331 : 14736 163200 0 0 0 0 0 0 0 
_5.ptx 332 : 3680 0 0 0 0 0 0 0 0 
_3.ptx 332 : 14736 3260608 768 0 0 562 546 0 0 
_3.ptx 333 : 14736 163056 0 0 0 0 0 0 0 
_3.ptx 334 : 14736 343792 0 0 0 1818 546 0 0 
_5.ptx 335 : 4096 27872 0 0 0 0 0 0 0 
_3.ptx 337 : 21568 129984 0 0 0 0 0 0 0 
