name	tot_cycle	tot_energy	tot_edp	tot_dram_energy	tot_mc_energy
lenet_FF_BP	1744509.81	87134601.5389	1.07806501543e+14	2226.62588176	824186.619239
lenet_FF_BP_TSV50	1630270.2	83503580.8331	9.65485102309e+13	2227.44856059	824006.284757
lenet_FF_TSV	732544.35	30906632.162	1.60570771403e+13	378.145643744	265069.315695
lenet_FF_TSV50	664009.89	28195519.9541	1.32780880165e+13	372.637052949	264661.305939
lenet_conv2_TSV	246321.36	12557462.9328	2.19373854451e+12	132441.18924	586826.26492
