kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_5.ptx 275 : 3680 28800 0 0 0 0 0 0 0 
_5.ptx 276 : 3680 46048 0 0 0 0 0 0 0 
_5.ptx 277 : 3680 42144 0 0 0 0 0 0 0 
_5.ptx 278 : 3680 32096 0 0 0 0 0 0 0 
_5.ptx 279 : 3680 58176 0 0 0 0 0 0 0 
_5.ptx 280 : 3680 43552 0 0 0 0 0 0 0 
_5.ptx 281 : 3680 45568 0 0 0 0 0 0 0 
_5.ptx 282 : 3680 79744 0 0 0 0 0 0 0 
_5.ptx 283 : 3680 48768 0 0 0 0 0 0 0 
_5.ptx 284 : 3680 32608 0 0 0 0 0 0 0 
_5.ptx 285 : 3680 80480 0 0 0 0 0 0 0 
_5.ptx 286 : 3680 35168 0 0 0 0 0 0 0 
_5.ptx 287 : 3680 29760 0 0 0 0 0 0 0 
_5.ptx 288 : 3680 29952 0 0 0 0 0 0 0 
_5.ptx 289 : 3680 31456 0 0 0 0 0 0 0 
_5.ptx 292 : 7360 0 0 0 0 0 0 0 0 
_5.ptx 293 : 7360 85280 0 0 0 0 0 0 0 
_5.ptx 294 : 7360 95168 0 0 0 0 0 0 0 
_5.ptx 295 : 7360 86464 0 0 0 0 0 0 0 
_5.ptx 296 : 7360 87456 0 0 0 0 0 0 0 
_5.ptx 297 : 7360 65760 0 0 0 0 0 0 0 
_5.ptx 298 : 7360 96608 0 0 0 0 0 0 0 
_5.ptx 299 : 7360 86208 0 0 0 0 0 0 0 
_5.ptx 300 : 7360 64128 0 0 0 0 0 0 0 
_3.ptx 300 : 21568 131488 0 0 0 0 0 0 0 
_3.ptx 301 : 21568 131552 0 0 0 0 0 0 0 
_3.ptx 302 : 21568 326208 0 0 0 0 0 0 0 
_5.ptx 303 : 14720 1839680 58880 0 0 2080 460 0 0 
_3.ptx 303 : 21568 130080 0 0 0 0 0 0 0 
_5.ptx 304 : 14720 127040 0 0 0 0 0 0 0 
_3.ptx 304 : 21568 131168 0 0 0 0 0 0 0 
_5.ptx 305 : 14720 62409 0 0 0 0 0 0 342 
_3.ptx 305 : 21568 384128 0 0 0 0 0 0 0 
_3.ptx 306 : 21568 143744 0 0 0 0 0 0 0 
_5.ptx 307 : 5925 46880 0 0 0 0 0 0 0 
_3.ptx 307 : 21568 260384 0 0 0 0 0 0 0 
_3.ptx 308 : 21568 160128 0 0 0 0 0 0 0 
_5.ptx 309 : 5925 46712 0 0 0 0 0 0 0 
_3.ptx 309 : 21568 249984 0 0 0 0 0 0 0 
_3.ptx 310 : 21568 82912 0 0 0 0 0 0 0 
_5.ptx 311 : 14720 160320 0 0 0 0 0 0 0 
_3.ptx 311 : 21568 80992 0 0 0 0 0 0 0 
_5.ptx 312 : 14720 160256 0 0 0 0 0 0 0 
_3.ptx 312 : 21568 176832 0 0 0 0 0 0 0 
_5.ptx 313 : 14720 127520 0 0 0 0 0 0 0 
_3.ptx 313 : 21568 156672 0 0 0 0 0 0 0 
_5.ptx 314 : 14720 51648 0 0 0 0 0 0 0 
_3.ptx 314 : 21568 178496 0 0 0 0 0 0 0 
_3.ptx 315 : 21568 160864 0 0 0 0 0 0 0 
_5.ptx 316 : 7360 81088 0 0 0 0 0 0 0 
_3.ptx 316 : 21568 182656 0 0 0 0 0 0 0 
_5.ptx 317 : 7360 63520 0 0 0 0 0 0 0 
_3.ptx 317 : 21568 137952 0 0 0 0 0 0 0 
_5.ptx 318 : 7360 25664 0 0 0 0 0 0 0 
_3.ptx 318 : 21568 178592 0 0 0 0 0 0 0 
_5.ptx 319 : 3680 26080 0 0 0 0 0 0 0 
_3.ptx 319 : 21568 43264 0 0 0 0 0 0 162 
_3.ptx 321 : 14736 46384 0 0 0 0 0 0 0 
_3.ptx 322 : 14736 169664 0 0 0 0 0 0 0 
_3.ptx 323 : 14736 165040 0 0 0 0 0 0 0 
_3.ptx 324 : 14736 108664 0 0 0 0 0 0 0 
_5.ptx 325 : 3680 19744 14720 0 0 115 115 0 0 
_3.ptx 325 : 14736 163096 0 0 0 0 0 0 0 
_3.ptx 326 : 14736 164168 0 0 0 0 0 0 0 
_5.ptx 327 : 3680 19808 14720 0 0 115 115 0 0 
_3.ptx 327 : 14736 5374160 59136 0 0 1818 546 0 0 
_5.ptx 328 : 3680 41792 0 0 0 0 0 0 0 
_3.ptx 328 : 14736 340496 0 0 0 0 0 0 0 
_5.ptx 329 : 3680 42080 0 0 0 0 0 0 0 
_3.ptx 329 : 14736 105688 0 0 0 0 0 0 0 
_5.ptx 330 : 3680 43360 0 0 0 0 0 0 0 
_3.ptx 330 : 14736 153240 0 0 0 0 0 0 0 
_5.ptx 331 : 3680 31296 0 0 0 0 0 0 0 
_3.ptx 331 : 14736 162864 0 0 0 0 0 0 0 
_5.ptx 332 : 3680 0 0 0 0 0 0 0 0 
_3.ptx 332 : 14736 3282496 640 0 0 562 546 0 0 
_3.ptx 333 : 14736 162848 0 0 0 0 0 0 0 
_3.ptx 334 : 14736 464400 0 0 0 1818 546 0 0 
_5.ptx 335 : 4096 28160 0 0 0 0 0 0 0 
_3.ptx 337 : 21568 129856 0 0 0 0 0 0 0 
