name	tot_cycle	tot_energy	tot_edp	tot_dram_energy	tot_mc_energy
lenet_FF_BP	1512401.25	80036879.1105	8.58495574559e+13	2090.10591505	797913.98403
lenet_FF_MIV	585959.34	26343852.9874	1.09478203614e+13	373.626530408	257500.349937
lenet_conv2_TSV	231122.97	12429631.5405	2.03742791323e+12	208.027551706	223189.049477
